Date,High,Low,Open,Close,Volume,Adj Close
1992-02-07,3269.89990234375,3207.9599609375,3255.60009765625,3225.39990234375,216600.0,3225.39990234375
1992-02-10,3247.989990234375,3223.840087890625,3225.39990234375,3245.10009765625,161000.0,3245.10009765625
1992-02-11,3259.6201171875,3236.139892578125,3245.10009765625,3251.60009765625,234000.0,3251.60009765625
1992-02-12,3286.0,3244.6298828125,3251.60009765625,3276.800048828125,215800.0,3276.800048828125
1992-02-13,3283.989990234375,3236.360107421875,3276.800048828125,3246.699951171875,222000.0,3246.699951171875
1992-02-14,3254.699951171875,3221.820068359375,3246.699951171875,3246.0,212600.0,3246.0
1992-02-18,3268.56005859375,3219.139892578125,3246.0,3224.699951171875,219700.0,3224.699951171875
1992-02-19,3241.72998046875,3215.340087890625,3224.699951171875,3230.300048828125,229300.0,3230.300048828125
1992-02-20,3283.77001953125,3230.550048828125,3230.60009765625,3280.60009765625,258400.0,3280.60009765625
1992-02-21,3286.669921875,3252.909912109375,3280.60009765625,3280.199951171875,268400.0,3280.199951171875
1992-02-24,3289.800048828125,3266.10009765625,3280.199951171875,3282.39990234375,178800.0,3282.39990234375
1992-02-25,3282.199951171875,3240.3798828125,3282.199951171875,3257.800048828125,209800.0,3257.800048828125
1992-02-26,3290.919921875,3254.469970703125,3257.800048828125,3283.300048828125,211600.0,3283.300048828125
1992-02-27,3286.89990234375,3265.8798828125,3283.300048828125,3269.5,187100.0,3269.5
1992-02-28,3293.3798828125,3259.389892578125,3269.5,3267.699951171875,179600.0,3267.699951171875
1992-03-02,3276.6201171875,3261.39990234375,3267.699951171875,3275.300048828125,172200.0,3275.300048828125
1992-03-03,3295.6201171875,3272.81005859375,3275.300048828125,3290.300048828125,195200.0,3290.300048828125
1992-03-04,3299.639892578125,3268.56005859375,3290.300048828125,3268.60009765625,228000.0,3268.60009765625
1992-03-05,3268.340087890625,3235.68994140625,3268.300048828125,3241.5,182200.0,3241.5
1992-03-06,3252.010009765625,3213.77001953125,3241.5,3221.60009765625,184600.0,3221.60009765625
1992-03-09,3227.18994140625,3211.31005859375,3221.60009765625,3215.10009765625,165300.0,3215.10009765625
1992-03-10,3248.2099609375,3214.669921875,3215.10009765625,3231.0,207300.0,3231.0
1992-03-11,3233.449951171875,3198.35009765625,3231.0,3208.60009765625,176700.0,3208.60009765625
1992-03-12,3213.10009765625,3188.280029296875,3208.60009765625,3208.60009765625,180800.0,3208.60009765625
1992-03-13,3237.030029296875,3208.179931640625,3208.60009765625,3235.89990234375,163700.0,3235.89990234375
1992-03-16,3236.580078125,3208.409912109375,3235.89990234375,3236.39990234375,150500.0,3236.39990234375
1992-03-17,3260.06005859375,3235.909912109375,3236.39990234375,3256.0,180200.0,3256.0
1992-03-18,3271.909912109375,3246.199951171875,3256.0,3254.300048828125,178900.0,3254.300048828125
1992-03-19,3269.89990234375,3251.14990234375,3254.300048828125,3261.39990234375,171700.0,3261.39990234375
1992-03-20,3277.280029296875,3255.81005859375,3261.39990234375,3276.39990234375,286400.0,3276.39990234375
1992-03-23,3275.93994140625,3261.179931640625,3275.89990234375,3272.10009765625,156900.0,3272.10009765625
1992-03-24,3284.43994140625,3249.110107421875,3272.10009765625,3261.0,243800.0,3261.0
1992-03-25,3276.389892578125,3251.1201171875,3261.0,3259.39990234375,189600.0,3259.39990234375
1992-03-26,3275.0400390625,3251.340087890625,3259.39990234375,3267.699951171875,181200.0,3267.699951171875
1992-03-27,3268.110107421875,3226.52001953125,3267.699951171875,3231.39990234375,151400.0,3231.39990234375
1992-03-30,3248.8798828125,3229.429931640625,3231.39990234375,3235.199951171875,126400.0,3235.199951171875
1992-03-31,3260.72998046875,3228.97998046875,3235.199951171875,3235.5,151100.0,3235.5
1992-04-01,3252.239990234375,3215.340087890625,3235.5,3249.300048828125,188400.0,3249.300048828125
1992-04-02,3259.6201171875,3220.260009765625,3249.300048828125,3234.10009765625,190200.0,3234.10009765625
1992-04-03,3250.889892578125,3211.31005859375,3234.10009765625,3249.10009765625,211500.0,3249.10009765625
1992-04-06,3276.830078125,3249.300048828125,3249.300048828125,3275.5,201100.0,3275.5
1992-04-07,3279.2900390625,3211.090087890625,3275.5,3213.60009765625,224900.0,3213.60009765625
1992-04-08,3213.60009765625,3161.22998046875,3213.60009765625,3181.39990234375,297100.0,3181.39990234375
1992-04-09,3231.659912109375,3181.800048828125,3181.800048828125,3225.0,244900.0,3225.0
1992-04-10,3262.969970703125,3225.60009765625,3225.60009765625,3255.39990234375,186500.0,3255.39990234375
1992-04-13,3270.570068359375,3248.429931640625,3255.39990234375,3269.89990234375,132200.0,3269.89990234375
1992-04-14,3322.22998046875,3269.449951171875,3269.89990234375,3306.10009765625,260500.0,3306.10009765625
1992-04-15,3354.199951171875,3307.0,3307.0,3353.800048828125,254600.0,3353.800048828125
1992-04-16,3366.5,3343.25,3353.800048828125,3366.5,278400.0,3366.5
1992-04-20,3365.610107421875,3315.52001953125,3365.60009765625,3336.300048828125,222900.0,3336.300048828125
1992-04-21,3350.6298828125,3320.889892578125,3336.300048828125,3343.300048828125,200800.0,3343.300048828125
1992-04-22,3352.860107421875,3330.719970703125,3343.300048828125,3338.800048828125,181600.0,3338.800048828125
1992-04-23,3352.860107421875,3330.719970703125,3338.800048828125,3348.60009765625,248100.0,3348.60009765625
1992-04-24,3361.81005859375,3323.1201171875,3348.60009765625,3324.5,212200.0,3324.5
1992-04-27,3324.02001953125,3303.669921875,3324.0,3304.56005859375,216100.0,3304.56005859375
1992-04-28,3317.080078125,3283.989990234375,3304.5,3307.89990234375,188600.0,3307.89990234375
1992-04-29,3338.77001953125,3308.10009765625,3308.10009765625,3333.199951171875,212800.0,3333.199951171875
1992-04-30,3361.139892578125,3328.489990234375,3333.199951171875,3359.10009765625,229600.0,3359.10009765625
1992-05-01,3362.030029296875,3324.02001953125,3359.10009765625,3336.10009765625,193800.0,3336.10009765625
1992-05-04,3387.52001953125,3335.8701171875,3336.10009765625,3378.10009765625,186800.0,3378.10009765625
1992-05-05,3378.1298828125,3358.89990234375,3378.10009765625,3359.39990234375,180800.0,3359.39990234375
1992-05-06,3383.719970703125,3360.0,3360.0,3369.39990234375,179400.0,3369.39990234375
1992-05-07,3374.780029296875,3357.330078125,3369.39990234375,3363.39990234375,175700.0,3363.39990234375
1992-05-08,3375.669921875,3353.530029296875,3363.39990234375,3369.39990234375,145600.0,3369.39990234375
1992-05-11,3397.81005859375,3368.9599609375,3369.39990234375,3397.60009765625,141100.0,3397.60009765625
1992-05-12,3440.669921875,3373.909912109375,3397.60009765625,3385.10009765625,190300.0,3385.10009765625
1992-05-13,3396.7900390625,3378.7099609375,3385.10009765625,3392.0,177200.0,3392.0
1992-05-14,3393.580078125,3357.2099609375,3392.0,3368.89990234375,182700.0,3368.89990234375
1992-05-15,3368.89990234375,3346.0,3368.89990234375,3353.10009765625,184300.0,3353.10009765625
1992-05-18,3381.639892578125,3353.090087890625,3353.10009765625,3376.0,149600.0,3376.0
1992-05-19,3440.18994140625,3368.469970703125,3376.0,3398.0,209500.0,3398.0
1992-05-20,3404.340087890625,3388.22998046875,3398.0,3393.800048828125,342300.0,3393.800048828125
1992-05-21,3394.090087890625,3365.5400390625,3393.800048828125,3378.699951171875,191900.0,3378.699951171875
1992-05-22,3392.6201171875,3376.52001953125,3378.699951171875,3386.800048828125,176900.0,3386.800048828125
1992-05-26,3386.800048828125,3356.43994140625,3386.800048828125,3364.199951171875,259400.0,3364.199951171875
1992-05-27,3380.330078125,3360.070068359375,3364.199951171875,3370.39990234375,223900.0,3370.39990234375
1992-05-28,3398.429931640625,3368.6201171875,3370.39990234375,3398.39990234375,183500.0,3398.39990234375
1992-05-29,3420.2099609375,3396.10009765625,3398.39990234375,3396.89990234375,207700.0,3396.89990234375
1992-06-01,3413.469970703125,3373.030029296875,3396.89990234375,3413.199951171875,212800.0,3413.199951171875
1992-06-02,3420.469970703125,3392.72998046875,3413.199951171875,3396.10009765625,223500.0,3396.10009765625
1992-06-03,3422.280029296875,3389.360107421875,3396.10009765625,3407.0,226900.0,3407.0
1992-06-04,3410.10009765625,3392.469970703125,3407.0,3399.699951171875,243700.0,3399.699951171875
1992-06-05,3403.10009765625,3392.469970703125,3399.699951171875,3398.699951171875,237600.0,3398.699951171875
1992-06-08,3404.1298828125,3391.68994140625,3398.699951171875,3404.10009765625,162800.0,3404.10009765625
1992-06-09,3405.429931640625,3359.550048828125,3404.10009765625,3369.89990234375,175100.0,3369.89990234375
1992-06-10,3370.949951171875,3338.2900390625,3369.89990234375,3343.199951171875,208800.0,3343.199951171875
1992-06-11,3352.550048828125,3323.780029296875,3343.199951171875,3351.5,248500.0,3351.5
1992-06-12,3381.580078125,3352.0,3352.0,3354.39990234375,198200.0,3354.39990234375
1992-06-15,3363.18994140625,3337.510009765625,3354.39990234375,3354.89990234375,172200.0,3354.89990234375
1992-06-16,3367.199951171875,3329.489990234375,3354.89990234375,3329.5,191900.0,3329.5
1992-06-17,3329.75,3283.75,3329.5,3287.800048828125,281400.0,3287.800048828125
1992-06-18,3290.429931640625,3269.030029296875,3287.800048828125,3274.10009765625,256900.0,3274.10009765625
1992-06-19,3299.530029296875,3274.3798828125,3274.39990234375,3285.39990234375,266600.0,3285.39990234375
1992-06-22,3285.889892578125,3254.050048828125,3285.39990234375,3280.800048828125,204200.0,3280.800048828125
1992-06-23,3296.85009765625,3280.5400390625,3280.800048828125,3285.60009765625,263200.0,3285.60009765625
1992-06-24,3302.739990234375,3284.010009765625,3285.60009765625,3290.699951171875,243600.0,3290.699951171875
1992-06-25,3304.080078125,3271.43994140625,3290.699951171875,3284.0,211600.0,3284.0
1992-06-26,3290.969970703125,3269.840087890625,3284.0,3282.39990234375,166500.0,3282.39990234375
1992-06-29,3319.860107421875,3282.679931640625,3282.699951171875,3319.860107421875,171300.0,3319.860107421875
1992-06-30,3331.6298828125,3316.64990234375,3319.89990234375,3318.5,186300.0,3318.5
1992-07-01,3354.10009765625,3318.7900390625,3318.800048828125,3354.10009765625,227800.0,3354.10009765625
1992-07-02,3373.889892578125,3326.5400390625,3354.10009765625,3330.300048828125,259000.0,3330.300048828125
1992-07-06,3340.2900390625,3326.780029296875,3330.300048828125,3339.199951171875,238700.0,3339.199951171875
1992-07-07,3352.7099609375,3291.389892578125,3339.199951171875,3295.199951171875,252000.0,3295.199951171875
1992-07-08,3303.27001953125,3273.56005859375,3295.199951171875,3293.300048828125,235400.0,3293.300048828125
1992-07-09,3336.5,3293.550048828125,3293.60009765625,3324.10009765625,230900.0,3324.10009765625
1992-07-10,3339.75,3315.159912109375,3324.10009765625,3330.60009765625,154000.0,3330.60009765625
1992-07-13,3344.070068359375,3327.050048828125,3330.60009765625,3337.300048828125,136500.0,3337.300048828125
1992-07-14,3358.929931640625,3328.669921875,3337.300048828125,3358.39990234375,191300.0,3358.39990234375
1992-07-15,3363.25,3339.75,3358.39990234375,3345.39990234375,211100.0,3345.39990234375
1992-07-16,3364.330078125,3333.260009765625,3345.39990234375,3361.60009765625,215000.0,3361.60009765625
1992-07-17,3361.10009765625,3317.050048828125,3361.10009765625,3331.60009765625,228300.0,3331.60009765625
1992-07-20,3331.10009765625,3287.06005859375,3331.10009765625,3303.0,180600.0,3303.0
1992-07-21,3322.72998046875,3303.27001953125,3303.300048828125,3308.39990234375,168100.0,3308.39990234375
1992-07-22,3307.89990234375,3275.179931640625,3307.89990234375,3277.60009765625,197500.0,3277.60009765625
1992-07-23,3291.389892578125,3266.530029296875,3277.60009765625,3290.0,230000.0,3290.0
1992-07-24,3297.300048828125,3276.800048828125,3290.0,3285.699951171875,134200.0,3285.699951171875
1992-07-27,3299.489990234375,3282.199951171875,3285.699951171875,3282.199951171875,147600.0,3282.199951171875
1992-07-28,3335.14990234375,3282.199951171875,3282.199951171875,3334.10009765625,220000.0,3334.10009765625
1992-07-29,3385.1298828125,3334.090087890625,3334.10009765625,3379.199951171875,304100.0,3379.199951171875
1992-07-30,3395.93994140625,3374.330078125,3379.199951171875,3391.89990234375,200600.0,3391.89990234375
1992-07-31,3402.9599609375,3385.669921875,3391.89990234375,3393.800048828125,135000.0,3393.800048828125
1992-08-03,3399.989990234375,3384.050048828125,3393.800048828125,3395.39990234375,172800.0,3395.39990234375
1992-08-04,3396.75,3377.570068359375,3395.39990234375,3384.300048828125,164300.0,3384.300048828125
1992-08-05,3384.320068359375,3360.280029296875,3384.300048828125,3365.10009765625,178300.0,3365.10009765625
1992-08-06,3365.679931640625,3338.929931640625,3365.10009765625,3340.60009765625,219500.0,3340.60009765625
1992-08-07,3369.72998046875,3331.3701171875,3340.60009765625,3332.199951171875,223100.0,3332.199951171875
1992-08-10,3337.580078125,3316.780029296875,3332.199951171875,3337.56005859375,155800.0,3337.56005859375
1992-08-11,3342.179931640625,3314.35009765625,3337.60009765625,3331.10009765625,180000.0,3331.10009765625
1992-08-12,3342.179931640625,3310.840087890625,3331.10009765625,3320.800048828125,154800.0,3320.800048828125
1992-08-13,3337.0400390625,3306.7900390625,3320.800048828125,3313.300048828125,199000.0,3313.300048828125
1992-08-14,3331.909912109375,3311.110107421875,3313.300048828125,3328.89990234375,154000.0,3328.89990234375
1992-08-17,3338.929931640625,3321.639892578125,3328.89990234375,3324.89990234375,138600.0,3324.89990234375
1992-08-18,3332.449951171875,3315.699951171875,3324.89990234375,3329.5,129300.0,3329.5
1992-08-19,3335.68994140625,3307.06005859375,3329.5,3307.10009765625,144200.0,3307.10009765625
1992-08-20,3315.429931640625,3295.43994140625,3307.10009765625,3304.89990234375,146900.0,3304.89990234375
1992-08-21,3324.080078125,3254.10009765625,3304.89990234375,3254.10009765625,216100.0,3254.10009765625
1992-08-24,3254.10009765625,3223.0400390625,3254.10009765625,3228.199951171875,183600.0,3228.199951171875
1992-08-25,3235.18994140625,3207.10009765625,3228.199951171875,3232.199951171875,224600.0,3232.199951171875
1992-08-26,3250.050048828125,3225.469970703125,3232.199951171875,3246.800048828125,178700.0,3246.800048828125
1992-08-27,3273.02001953125,3246.800048828125,3246.800048828125,3254.60009765625,197900.0,3254.60009765625
1992-08-28,3269.77001953125,3249.780029296875,3254.60009765625,3267.60009765625,144300.0,3267.60009765625
1992-08-31,3274.10009765625,3254.3701171875,3267.60009765625,3257.39990234375,128000.0,3257.39990234375
1992-09-01,3266.260009765625,3254.10009765625,3257.39990234375,3266.260009765625,154600.0,3266.260009765625
1992-09-02,3292.469970703125,3263.830078125,3266.300048828125,3290.300048828125,186700.0,3290.300048828125
1992-09-03,3313.5400390625,3285.179931640625,3290.300048828125,3292.199951171875,234800.0,3292.199951171875
1992-09-04,3296.52001953125,3277.610107421875,3292.199951171875,3281.89990234375,132100.0,3281.89990234375
1992-09-08,3282.739990234375,3257.6201171875,3281.89990234375,3260.60009765625,156300.0,3260.60009765625
1992-09-09,3273.02001953125,3258.159912109375,3260.60009765625,3271.39990234375,188700.0,3271.39990234375
1992-09-10,3312.72998046875,3270.85009765625,3271.39990234375,3305.199951171875,228200.0,3305.199951171875
1992-09-11,3317.320068359375,3300.840087890625,3305.199951171875,3305.699951171875,167800.0,3305.699951171875
1992-09-14,3376.489990234375,3306.7900390625,3306.800048828125,3376.199951171875,307200.0,3376.199951171875
1992-09-15,3375.409912109375,3323.0,3375.39990234375,3327.300048828125,202100.0,3327.300048828125
1992-09-16,3333.889892578125,3307.60009765625,3327.300048828125,3319.199951171875,268500.0,3319.199951171875
1992-09-17,3328.669921875,3311.3798828125,3319.199951171875,3315.699951171875,201700.0,3315.699951171875
1992-09-18,3327.320068359375,3308.679931640625,3315.699951171875,3327.10009765625,249800.0,3327.10009765625
1992-09-21,3327.840087890625,3310.570068359375,3327.10009765625,3320.800048828125,158500.0,3320.800048828125
1992-09-22,3321.10009765625,3280.0400390625,3320.800048828125,3280.89990234375,210700.0,3280.89990234375
1992-09-23,3287.60009765625,3264.909912109375,3280.89990234375,3278.699951171875,238600.0,3278.699951171875
1992-09-24,3294.89990234375,3278.9599609375,3279.0,3287.89990234375,262400.0,3287.89990234375
1992-09-25,3289.77001953125,3244.840087890625,3287.89990234375,3250.300048828125,221100.0,3250.300048828125
1992-09-28,3276.260009765625,3242.760009765625,3250.300048828125,3276.260009765625,180200.0,3276.260009765625
1992-09-29,3280.0400390625,3259.239990234375,3276.300048828125,3266.800048828125,222800.0,3266.800048828125
1992-09-30,3276.800048828125,3264.3701171875,3266.800048828125,3271.699951171875,192900.0,3271.699951171875
1992-10-01,3280.85009765625,3246.0,3271.699951171875,3254.39990234375,210200.0,3254.39990234375
1992-10-02,3259.239990234375,3198.719970703125,3254.39990234375,3200.60009765625,206700.0,3200.60009765625
1992-10-05,3200.610107421875,3095.7900390625,3200.60009765625,3179.0,373600.0,3179.0
1992-10-06,3191.969970703125,3157.659912109375,3179.0,3178.199951171875,202200.0,3178.199951171875
1992-10-07,3187.909912109375,3145.77001953125,3178.199951171875,3152.300048828125,195300.0,3152.300048828125
1992-10-08,3178.18994140625,3145.77001953125,3152.300048828125,3176.0,224900.0,3176.0
1992-10-09,3176.300048828125,3131.719970703125,3176.0,3136.60009765625,193100.0,3136.60009765625
1992-10-12,3174.679931640625,3136.31005859375,3136.60009765625,3174.39990234375,142600.0,3174.39990234375
1992-10-13,3211.9599609375,3167.64990234375,3174.39990234375,3201.39990234375,203600.0,3201.39990234375
1992-10-14,3217.090087890625,3179.0,3201.39990234375,3195.5,187300.0,3195.5
1992-10-15,3198.449951171875,3167.3798828125,3195.5,3174.699951171875,322400.0,3174.699951171875
1992-10-16,3180.35009765625,3142.530029296875,3174.699951171875,3174.39990234375,408800.0,3174.39990234375
1992-10-19,3197.639892578125,3169.0,3174.39990234375,3188.5,261900.0,3188.5
1992-10-20,3213.0400390625,3179.0,3188.5,3186.0,265000.0,3186.0
1992-10-21,3199.800048828125,3179.81005859375,3186.0,3187.10009765625,246900.0,3187.10009765625
1992-10-22,3202.5,3174.679931640625,3187.10009765625,3200.89990234375,230700.0,3200.89990234375
1992-10-23,3215.199951171875,3196.02001953125,3200.89990234375,3207.60009765625,264900.0,3207.60009765625
1992-10-26,3244.919921875,3205.199951171875,3207.60009765625,3244.10009765625,234400.0,3244.10009765625
1992-10-27,3251.39990234375,3221.949951171875,3244.10009765625,3235.699951171875,248600.0,3235.699951171875
1992-10-28,3251.39990234375,3224.1201171875,3235.699951171875,3251.39990234375,299300.0,3251.39990234375
1992-10-29,3254.909912109375,3236.81005859375,3251.39990234375,3246.300048828125,200700.0,3246.300048828125
1992-10-30,3230.60009765625,3224.1201171875,3230.60009765625,3226.300048828125,184500.0,3226.300048828125
1992-11-02,3262.2099609375,3221.409912109375,3226.300048828125,3262.199951171875,238600.0,3262.199951171875
1992-11-03,3266.800048828125,3236.81005859375,3262.199951171875,3252.5,255200.0,3252.5
1992-11-04,3268.14990234375,3219.52001953125,3252.5,3223.0,203300.0,3223.0
1992-11-05,3245.18994140625,3215.199951171875,3223.0,3243.800048828125,270300.0,3243.800048828125
1992-11-06,3250.050048828125,3234.35009765625,3243.800048828125,3240.10009765625,236600.0,3240.10009765625
1992-11-09,3259.780029296875,3231.679931640625,3240.10009765625,3240.89990234375,199800.0,3240.89990234375
1992-11-10,3252.47998046875,3224.659912109375,3240.89990234375,3225.5,215400.0,3225.5
1992-11-11,3245.72998046875,3219.25,3225.5,3240.300048828125,226600.0,3240.300048828125
1992-11-12,3250.050048828125,3230.8701171875,3240.300048828125,3239.800048828125,228800.0,3239.800048828125
1992-11-13,3240.60009765625,3224.1201171875,3239.800048828125,3233.0,191100.0,3233.0
1992-11-16,3233.030029296875,3203.85009765625,3233.0,3205.699951171875,174000.0,3205.699951171875
1992-11-17,3211.9599609375,3184.669921875,3205.699951171875,3193.300048828125,186000.0,3193.300048828125
1992-11-18,3214.929931640625,3191.429931640625,3193.300048828125,3207.39990234375,232400.0,3207.39990234375
1992-11-19,3216.820068359375,3200.610107421875,3207.39990234375,3209.5,215900.0,3209.5
1992-11-20,3231.139892578125,3209.800048828125,3209.800048828125,3227.39990234375,346400.0,3227.39990234375
1992-11-23,3234.110107421875,3214.659912109375,3227.39990234375,3223.0,236600.0,3223.0
1992-11-24,3265.989990234375,3221.679931640625,3223.0,3248.699951171875,280700.0,3248.699951171875
1992-11-25,3269.22998046875,3247.080078125,3248.699951171875,3266.300048828125,230700.0,3266.300048828125
1992-11-27,3296.25,3266.260009765625,3266.300048828125,3282.199951171875,124400.0,3282.199951171875
1992-11-30,3308.409912109375,3282.699951171875,3282.699951171875,3305.199951171875,230600.0,3305.199951171875
1992-12-01,3307.8701171875,3286.25,3305.199951171875,3294.39990234375,320700.0,3294.39990234375
1992-12-02,3297.06005859375,3280.31005859375,3294.39990234375,3286.300048828125,212200.0,3286.300048828125
1992-12-03,3291.659912109375,3268.9599609375,3286.300048828125,3276.5,207200.0,3276.5
1992-12-04,3298.949951171875,3272.469970703125,3276.5,3288.699951171875,237100.0,3288.699951171875
1992-12-07,3307.60009765625,3288.949951171875,3289.0,3307.300048828125,256900.0,3307.300048828125
1992-12-08,3323.5400390625,3303.5400390625,3307.300048828125,3322.199951171875,230400.0,3322.199951171875
1992-12-09,3335.68994140625,3308.139892578125,3322.199951171875,3323.800048828125,226600.0,3323.800048828125
1992-12-10,3323.81005859375,3300.570068359375,3323.800048828125,3312.199951171875,202300.0,3312.199951171875
1992-12-11,3311.919921875,3301.110107421875,3311.89990234375,3304.10009765625,135500.0,3304.10009765625
1992-12-14,3317.050048828125,3292.199951171875,3304.10009765625,3292.199951171875,167000.0,3292.199951171875
1992-12-15,3295.43994140625,3279.5,3292.199951171875,3284.39990234375,296400.0,3284.39990234375
1992-12-16,3295.7099609375,3248.159912109375,3284.39990234375,3255.199951171875,308700.0,3255.199951171875
1992-12-17,3271.929931640625,3251.39990234375,3255.199951171875,3269.199951171875,283700.0,3269.199951171875
1992-12-18,3313.5400390625,3270.85009765625,3270.89990234375,3313.300048828125,484300.0,3313.300048828125
1992-12-21,3318.39990234375,3303.27001953125,3313.300048828125,3312.5,266800.0,3312.5
1992-12-22,3328.93994140625,3301.64990234375,3312.5,3321.10009765625,259700.0,3321.10009765625
1992-12-23,3332.719970703125,3313.5400390625,3321.10009765625,3313.5400390625,219800.0,3313.5400390625
1992-12-24,3328.1298828125,3313.0,3313.5,3326.199951171875,99300.0,3326.199951171875
1992-12-28,3333.260009765625,3309.219970703125,3326.199951171875,3333.260009765625,139300.0,3333.260009765625
1992-12-29,3352.7099609375,3306.52001953125,3333.300048828125,3310.800048828125,254000.0,3310.800048828125
1992-12-30,3328.669921875,3309.760009765625,3310.800048828125,3321.10009765625,160000.0,3321.10009765625
1992-12-31,3327.860107421875,3301.110107421875,3321.10009765625,3301.110107421875,138600.0,3301.110107421875
1993-01-04,3319.2099609375,3298.679931640625,3301.10009765625,3309.199951171875,214000.0,3309.199951171875
1993-01-05,3320.830078125,3300.570068359375,3309.199951171875,3307.89990234375,280600.0,3307.89990234375
1993-01-06,3312.18994140625,3290.580078125,3307.89990234375,3305.199951171875,357900.0,3305.199951171875
1993-01-07,3313.27001953125,3260.860107421875,3305.199951171875,3269.0,368200.0,3269.0
1993-01-08,3269.0,3231.949951171875,3269.0,3251.699951171875,306900.0,3251.699951171875
1993-01-11,3262.75,3250.050048828125,3251.699951171875,3262.75,245000.0,3262.75
1993-01-12,3268.68994140625,3240.06005859375,3262.800048828125,3264.60009765625,296600.0,3264.60009765625
1993-01-13,3269.5,3243.840087890625,3264.60009765625,3263.60009765625,289500.0,3263.60009765625
1993-01-14,3279.22998046875,3251.1298828125,3263.60009765625,3267.89990234375,361500.0,3267.89990234375
1993-01-15,3285.169921875,3258.159912109375,3267.89990234375,3271.10009765625,392700.0,3271.10009765625
1993-01-18,3275.719970703125,3263.02001953125,3271.10009765625,3274.89990234375,230300.0,3274.89990234375
1993-01-19,3283.280029296875,3254.3701171875,3274.89990234375,3256.0,356800.0,3256.0
1993-01-20,3264.10009765625,3240.60009765625,3256.0,3242.0,266800.0,3242.0
1993-01-21,3257.6201171875,3231.949951171875,3242.0,3253.0,270400.0,3253.0
1993-01-22,3267.340087890625,3250.050048828125,3253.0,3256.800048828125,307600.0,3256.800048828125
1993-01-25,3294.89990234375,3257.889892578125,3257.89990234375,3292.199951171875,358400.0,3292.199951171875
1993-01-26,3320.02001953125,3291.659912109375,3292.199951171875,3299.0,474300.0,3299.0
1993-01-27,3301.64990234375,3274.909912109375,3299.0,3291.39990234375,322700.0,3291.39990234375
1993-01-28,3308.409912109375,3289.77001953125,3291.39990234375,3306.300048828125,279300.0,3306.300048828125
1993-01-29,3315.159912109375,3298.949951171875,3306.300048828125,3310.0,220600.0,3310.0
1993-02-01,3332.449951171875,3309.489990234375,3310.0,3332.199951171875,279100.0,3332.199951171875
1993-02-02,3334.8798828125,3318.669921875,3332.199951171875,3328.699951171875,272900.0,3328.699951171875
1993-02-03,3379.4599609375,3328.89990234375,3328.89990234375,3373.800048828125,352900.0,3373.800048828125
1993-02-04,3423.77001953125,3374.06005859375,3374.10009765625,3416.699951171875,362500.0,3416.699951171875
1993-02-05,3443.219970703125,3411.340087890625,3416.699951171875,3442.10009765625,387200.0,3442.10009765625
